id,S,S_plus,S_base,s_mn,s_tn,s_mtn
H20,0.08297180014147894,0.08297180014147894,1.2447473304975467,0.5126274697517215,0.9395919431933634,0.0331887200565915
H21,8.155485478636242e-16,8.155485478636242e-16,1.2732917065676193,0.630323043509394,0.9612915897001292,2.551651455694397e-16
H22,1.6310970957272485e-15,1.6310970957272485e-15,1.3990291077051324,0.9461482956183824,0.8026380890130314,5.103302911388794e-16
H23,0.24891609412894497,0.24891609412894497,1.4390857364368057,0.5340058141897768,0.9537062386950492,0.0995664376515777
H24,0.3493984538150413,0.3493984538150413,1.520772072267362,0.5049938263237574,0.959223196741644,0.1397593815260163
H25,1.6310970957272485e-15,1.6310970957272485e-15,1.438904277041355,0.925682814466102,0.8729475318355897,5.103302911388794e-16
H26,1.6310970957272485e-15,1.6310970957272485e-15,1.2194624839366726,0.6251960594149747,0.8991320455058645,5.103302911388794e-16
H27,1.9863684636072987e-15,1.9863684636072987e-15,1.155782896872607,0.6712922075266669,0.7734364135640901,5.103302911388794e-16
H28,0.223089309209398,0.223089309209398,1.613027184851506,0.9328116229113088,0.8046107216413265,0.089235723683759
H29,1.2596377577136867e-15,1.2596377577136867e-15,1.2892375521409711,0.8826674710668617,0.7288794691093513,2.551651455694397e-16
H30,0.18384041457887584,0.18384041457887584,1.42514825305341,0.6754773736355371,0.8761574244576311,0.0735361658315501
H31,1.897550621637286e-15,1.897550621637286e-15,1.44568551949802,0.8542375541717894,0.952869345200734,5.103302911388794e-16
H32,0.6987969076300806,0.6987969076300806,1.5477087347065344,0.2083328409129817,0.8528069429325855,0.2795187630520321
H33,1.9863684636072987e-15,1.9863684636072987e-15,1.461275389894046,0.8764072986174906,0.9501869387500652,5.103302911388794e-16
H34,1.8087327796672735e-15,1.8087327796672735e-15,1.1911185023015705,0.5504852794426371,0.9384128484343242,5.103302911388794e-16
H35,0.2904015317300104,0.2904015317300104,1.2564964578823898,0.4138088719417998,0.7938097857486749,0.116160612692004
H36,1.8087327796672735e-15,1.8087327796672735e-15,1.0681572155797243,0.4117199929397381,0.9234765265349156,5.103302911388794e-16
H37,0.1315074245830525,0.1315074245830525,1.484330473488501,0.9201783304683844,0.7708504806634262,0.052602969833221
H38,1.2758257278471984e-15,1.2758257278471984e-15,1.3780796784728775,0.8481716509838376,0.8744279471072577,5.103302911388794e-16
H39,2.664535259100375e-16,2.664535259100375e-16,1.4036427757509948,0.8032825546966433,0.9512709149921,0.0
H40,0.9928389971992407,0.9928389971992407,2.086569206219856,0.449083196309415,0.918079564966355,0.3971355988796962
H41,1.4534614117872234e-15,1.4534614117872234e-15,1.0806649871496374,0.4084274992146937,0.9424037347223512,5.103302911388794e-16
H42,2.664535259100375e-16,2.664535259100375e-16,1.2913802456106058,0.7354969470068092,0.8787283600064478,0.0
H43,0.5015868934960905,0.5015868934960905,1.4569893563802525,0.4701964242767133,0.7240566543284888,0.2006347573984362
H44,1.6310970957272485e-15,1.6310970957272485e-15,1.4450655912372317,0.875174627923509,0.9311573611230288,5.103302911388794e-16
H45,1.9863684636072987e-15,1.9863684636072987e-15,1.1699265068726636,0.5887179867748811,0.8736901468159469,5.103302911388794e-16
H46,1.055082226338246,1.055082226338246,2.1636766490306787,0.6007085017463707,0.7850345266191701,0.4220328905352983
H47,1.9863684636072987e-15,1.9863684636072987e-15,1.481817815437541,0.9012870484414982,0.9509852208554264,5.103302911388794e-16
H48,0.2756277616675454,0.2756277616675454,1.4208846260304977,0.5531434843900723,0.8784275960636176,0.1102511046670181
H49,0.28898283235802535,0.28898283235802535,1.5775043726216418,0.7674703647954831,0.8431815605340374,0.11559313294321
